画像	7414199.353487873
,【	2939983.262272763
データ	2130854.566224546
画像データ	1213201.6829111234
診断	1079676.1794538212
特徴	890535.5619092367
請求項	774135.7208058267
,【請求項	767645.9933858045
情報	735674.9783212693
血管	704773.534508781
処理	582555.2025533718
ステップ	573334.4333772393
用	537027.8205083979
画像処理装置	502097.3055483082
値	498632.6426137783
対象者	470317.84487633174
実施形態	406944.75790509745
特徴量	399435.7977976023
前記	385509.16331521876
複数	363219.6305267654
血管情報	349316.6742987026
患者	310197.91880668706
血管パラメータ	304906.2894418652
舌画像	281894.4074993762
方法	281299.7156059707
視鏡画像	279230.2249851181
分類	257277.4000335047
者	255106.15051777958
入力画像	204514.608023274
内視鏡画像	203679.53956792736
対象	194045.14320126644
データ点	193724.8172929928
システム	191283.66174349547
化	186350.99249802777
画像情報	179892.63821803997
入力	179606.287167237
観察対象	178749.67037904615
前記画像	178308.28337054965
画像処理	174711.8173606239
位置	160033.78995699628
組織	157154.74157657477
信号	146274.83173806765
度	143596.23301465815
Ｃ	142653.1232465662
学	142418.860562778
記憶部	141994.48082745099
学習	141842.56606181376
機械学習	141402.09017623874
細胞	141220.85239793733
領域	141031.91128251792
検査画像データ	140998.48578889406
Ｄ	137697.02501143588
性	136275.3539566124
発明	134508.71161378358
画像取得部	134499.45365876827
分類器	132980.0031477821
Ａ	132598.39810495448
撮影画像	128042.00743862258
断面画像	126270.4544794164
部	125035.97191208616
パラメータ	124302.13272506632
対象画像	122831.42936971503
画像信号	121700.25643363681
特定	117619.62922913845
イベント予測用リスクスコア	116880.60677189418
１つ	115488.89775212161
特徴ベクトル	111846.37022110118
病変	107256.245696929
医療イベント	106968.93797032352
ｋ値	106358.54813780625
可能性	105472.72339827771
動態画像	103731.63927785518
ラベル	102330.02140134636
画像処理部	100875.84733719194
ステップＳ	97117.56146568232
画像診断	91030.43347084956
診断画像	88271.93548688442
識別器	87542.18606509292
表示部	87114.33643725315
対象物候補	86806.78167187054
診断情報	86017.16268377841
動	85908.1003398399
検査	84280.78072728087
音波画像	83642.6844418475
画像特徴ベクトル	83388.49282361491
フレーム画像	82808.78460051703
像	80498.92142134577
診断支援	80320.69149792875
スペクトル画像	79900.53501291569
画像処理方法	79765.84532805276
前記複数	79260.24366477427
データポイント	79191.17044568714
状態	77227.9301807319
判定	76809.23296062785
血管パラメータ算出部	76104.83451668978
音波診断装置	76039.12001812916
解析	73902.17739688054
血管抽出部	73809.21921803738
法	71818.52220701844
装置	71566.88306751943
血管情報算出部	71186.17789074252
血流領域	67872.64868090341
診断対象	67475.40281660345
前記データ	65145.445895630626
項	64572.201836393964
制御部	63565.768770549126
図	62934.445894120654
検出	61537.41427781963
例	61332.70631563554
評価	60217.42895541123
血流画像	60182.841633025855
入力装置	59522.9281869482
取得	58686.872791110625
前記対象者	58594.94674076063
判定部	57400.77000320175
診断支援装置	57287.97011837122
顕微内視鏡検査画像	56927.03048754231
診断データ	56748.31120407324
形態	55759.591336379075
画素	55119.647749237294
表示制御部	54879.7859151504
内視鏡	54286.21782505083
学習対象	53866.71733994163
入力データ	53738.2388463118
リスク	53267.55650487452
病	52222.294089785064
抽出	51914.89381670736
画像評価用データ	51784.88896382785
前記血管情報	51784.47174028243
断層画像	51632.66008063564
プログラム	50744.99746773075
実施	50597.37376583888
心	50044.68503247873
内視鏡システム	49868.63569280536
尤度	49378.27071322025
画像形成装置	49171.39872072701
画像診断システム	48975.239321663044
医用画像	47645.38066330345
病変抽出部	47502.19403572862
画素信号値	47196.59623493313
構成	45297.86237782088
舌	44956.6110822424
,【発明	44498.12245317215
特	44105.54795034294
量	43623.57447527655
画像記憶部	43372.32488690975
疾患	43139.17050662889
リスクスコア	42157.100887945686
前記１つ	41665.391138718114
トレーニング画像	41635.30729601476
血流	41509.09539334138
診断部	40984.27555728583
支援装置	40673.37342664119
病変部	40597.56263924696
関心領域	40281.538497889655
機能	40079.12154725949
変化	40022.675172956646
表示	39894.959681643995
確率	38486.64378716336
イベント	38366.4988238437
顔情報	38215.888346301195
解析処理	38146.43794603055
診断支援システム	38105.52288120279
スペクトルデータ	37786.85100888063
等	37334.91696790017
予測顔画像	37308.798124031964
検査対象	36902.591135587405
特徴量ベクトル	36768.122031664905
コンピュータ	36718.95074753634
診断者	36687.73470553266
発明者	36327.73698428019
画像取得装置	36126.087004806046
画像群	36111.38368495416
信号処理部	34859.68553265907
出力	34634.15891861675
支援	34513.12250434608
前記血管パラメータ	34336.92661780398
色	34016.88874662114
表示装置	33340.52725787515
特徴情報	32797.51897017006
ｋ	32555.077223069216
前記イベント予測用リスクスコア	31489.1563324383
手段	30568.526297484474
前記画像データ	30452.453070556166
Ｔ	30136.4267954912
数	30048.749158658833
がん	29745.85853526504
画像特徴	29611.900598219272
画像入力部	29576.180869962638
データ取得	29562.72293780782
ユーザ	29395.236756998576
操作部	29393.626263030517
画像診断装置	29367.906913512965
患者情報	29336.169097066846
前記観察対象	29325.312479304685
患者データ	29305.55803786752
データクラス	28779.877247263605
画	28513.497435425208
操作者	28416.43306608192
入力部	28397.829568672878
患部画像	28303.376755811572
確定診断	28268.989722088463
前記動態画像	28143.75632138289
文書	27802.593116470267
流	27508.248362991053
健康病気情報	27430.320437414084
閾値	27277.569246543942
部分	27277.01860541214
技術	27217.081989074435
プロセッサ	27158.188599389316
ベクトル	27045.98683723705
,【特許請求	26772.678893655695
測定	26743.941369962653
血管パラメータ表示部	26742.851084550046
ｋ空間	26377.304383481518
データ入力ボックス	26369.332597127006
前記学習対象	26345.592970193862
上記対象者	26066.984176882026
支援処理	26002.75685343064
測定値	25923.860649957667
診断対象画像データ	25868.23753627831
前記顕微内視鏡検査画像	25774.89232969867
異常画像データ	25670.963488272693
サンプル	25540.696936458095
前記可能性	25527.179205483102
前記診断画像	25491.91839687693
特許請求	25309.961446243462
前記内視鏡画像	25260.94551974931
フィルタ処理済み画像	25217.994871878574
操作	24977.70958274597
教師データ	24925.640247539162
前記診断対象	24874.13562234206
機械学習アルゴリズム	24763.736963910065
Ｓ	24574.775726341835
健康状態	23939.915544138985
症	23903.807228138365
学習部	23720.852542364268
制御	23686.874973284255
前記対象画像	23596.471915505837
検	23526.44069977437
前記請求項	23502.81840145535
イベント予測用リスク閾値	23353.89208412691
ラベル付きデータ点	23350.5713543488
前記学習済み識別辞書	23237.57462515723
フィルタ	23178.239579398607
出力画像	23015.381556020016
リファレンス画像	22917.28412202818
距離	22897.528250883326
画像処理技術	22856.072599557207
体	22405.173509705295
Ｂ	22272.62332999865
分類情報	22007.139335126853
装着型医療機器	21953.529925816947
音波プローブ	21787.720182187168
データ値	21752.308584835268
制御ユニット	21642.408951020123
画像解析	21587.86107702798
診断目的	21463.226318974168
クラス	21462.68855479201
治療	21274.39775880859
組織切片	21060.210174045253
上記イベント予測用リスクスコア	21002.758432367642
クエリ画像	20985.477702410706
前記診断	20908.190292451043
ａ	20837.21171366265
パラメータ値	20808.13672760651
画像処理アルゴリズム	20790.235132036345
舌画像特徴パラメータ	20784.882640078584
腫瘍	20662.92060672934
ｂ	20601.63694952418
診断支援処理	20319.56087903411
音波データ	20160.159234928346
新生血管	20142.066324283856
ラベル付きデータ	19850.789517690566
正常画像データ	19695.2718988584
データ入力	19660.33128523602
特定舌画像Ｇ１０	19659.37159699254
色補正済み画像	19584.95188023147
波	19533.04400240782
数値データ	19382.18169625091
分析	19327.627479853807
前記患者	19249.96939517991
特徴量記憶手段	19239.973496107355
前記特定	19237.334657220752
特徴量抽出部	19217.25814437617
心臓イベント	19193.03646180886
診断方法	19024.239038012875
病理画像評価装置	18930.077417288136
検査画像データ格納サーバー	18877.370400521206
血	18836.4065840595
動作	18693.259533853372
分類判定部	18593.733745864236
画像解析処理	18584.51651340126
軸断面画像	18563.632744673298
指示軌跡情報	18463.00960040811
請求	18456.27259226521
情報表示部	18388.07830405158
記憶装置	18387.302230178022
医療支援機器	18327.43951475708
スコア	18306.383558748024
医療機器	18254.390713113084
段階	18128.640765374552
